DeviceID,KilowattHours,TStamp
4,0.0332723,2020-12-04 22:37
4,0.0243243,2020-12-04 22:37
4,0.0216756,2020-12-04 22:37
4,0.0302558,2020-12-04 22:37
4,0.0244445,2020-12-04 22:37
4,0.0334744,2020-12-04 22:37
4,0.029055,2020-12-04 22:38
4,0.0269695,2020-12-04 22:38
4,0.0324487,2020-12-04 22:38
4,0.0275002,2020-12-04 22:38
4,0.0213707,2020-12-04 22:38
4,0.0239235,2020-12-04 22:38
4,0.0317681,2020-12-04 22:38
4,0.0216049,2020-12-04 22:38
4,0.0257268,2020-12-04 22:38
4,0.022353,2020-12-04 22:38
4,0.0311276,2020-12-04 22:38
4,0.0299955,2020-12-04 22:38
4,0.0274763,2020-12-04 22:39
4,0.0292566,2020-12-04 22:39
4,0.0313236,2020-12-04 22:39
4,0.029973,2020-12-04 22:39
4,0.0276415,2020-12-04 22:39
4,0.0208326,2020-12-04 22:39
4,0.027423,2020-12-04 22:39
4,0.0310085,2020-12-04 22:39
4,0.0314332,2020-12-04 22:39
4,0.0236823,2020-12-04 22:39
4,0.0233297,2020-12-04 22:39
4,0.0273439,2020-12-04 22:39
4,0.0244871,2020-12-04 22:40
4,0.030162,2020-12-04 22:40
4,0.0278396,2020-12-04 22:40
4,0.0216214,2020-12-04 22:40
4,0.0256487,2020-12-04 22:40
4,0.0229222,2020-12-04 22:40
4,0.0242152,2020-12-04 22:40
4,0.0262509,2020-12-04 22:40
4,0.0321739,2020-12-04 22:40
4,0.0246585,2020-12-04 22:40
4,0.0261282,2020-12-04 22:40
4,0.0250339,2020-12-04 22:40
4,0.0308264,2020-12-04 22:41
4,0.0311104,2020-12-04 22:41
4,0.0322165,2020-12-04 22:41
4,0.0300662,2020-12-04 22:41
4,0.0210704,2020-12-04 22:41
4,0.0228956,2020-12-04 22:41
4,0.0331444,2020-12-04 22:41
4,0.0235425,2020-12-04 22:41
4,0.0309086,2020-12-04 22:41
4,0.0217334,2020-12-04 22:41
4,0.0253191,2020-12-04 22:41
4,0.0310105,2020-12-04 22:41
4,0.0276025,2020-12-04 22:42
4,0.0269722,2020-12-04 22:42
4,0.025375,2020-12-04 22:42
4,0.0332651,2020-12-04 22:42
4,0.0260617,2020-12-04 22:42
4,0.0214625,2020-12-04 22:42
4,0.0308598,2020-12-04 22:42
4,0.0214462,2020-12-04 22:42
4,0.0270846,2020-12-04 22:42
4,0.0229302,2020-12-04 22:42
4,0.0321547,2020-12-04 22:42
4,0.0277757,2020-12-04 22:42
4,0.0250813,2020-12-04 22:43
4,0.02259,2020-12-04 22:43
4,0.0212398,2020-12-04 22:43
4,0.0267618,2020-12-04 22:43
4,0.032196,2020-12-04 22:43
4,0.0220464,2020-12-04 22:43
4,0.0243684,2020-12-04 22:43
4,0.0263282,2020-12-04 22:43
4,0.0295307,2020-12-04 22:43
4,0.0230104,2020-12-04 22:43
4,0.0290265,2020-12-04 22:43
4,0.0225884,2020-12-04 22:44
4,0.0295464,2020-12-04 22:44
4,0.0237026,2020-12-04 22:44
4,0.0208762,2020-12-04 22:44
4,0.0213239,2020-12-04 22:44
4,0.0242074,2020-12-04 22:44
4,0.0255332,2020-12-04 22:44
4,0.0292474,2020-12-04 22:44
4,0.0294695,2020-12-04 22:44
4,0.0235837,2020-12-04 22:44
4,0.0273418,2020-12-04 22:44
4,0.0271379,2020-12-04 22:44
4,0.0276416,2020-12-04 22:45
4,0.0323521,2020-12-04 22:45
4,0.0220026,2020-12-04 22:45
4,0.0229136,2020-12-04 22:45
4,0.026416,2020-12-04 22:45
4,0.0272933,2020-12-04 22:45
4,0.0276287,2020-12-04 22:45
4,0.0274169,2020-12-04 22:45
4,0.0243861,2020-12-04 22:45
4,0.0264311,2020-12-04 22:45
4,0.022545,2020-12-04 22:45
4,0.0242389,2020-12-04 22:45
4,0.0251169,2020-12-04 22:46
4,0.0243075,2020-12-04 22:46
4,0.0271313,2020-12-04 22:46
4,0.0207634,2020-12-04 22:46
4,0.0215525,2020-12-04 22:46
4,0.0246217,2020-12-04 22:46
4,0.0242325,2020-12-04 22:46
4,0.0221733,2020-12-04 22:46
4,0.0237614,2020-12-04 22:46
4,0.0333495,2020-12-04 22:46
4,0.0298663,2020-12-04 22:46
4,0.0268884,2020-12-04 22:46
4,0.023996,2020-12-04 22:47
4,0.0275259,2020-12-04 22:47
4,0.0267911,2020-12-04 22:47
4,0.0248296,2020-12-04 22:47
4,0.0299564,2020-12-04 22:47
4,0.0292649,2020-12-04 22:47
4,0.02842,2020-12-04 22:47
4,0.0239281,2020-12-04 22:47
4,0.0333364,2020-12-04 22:47
4,0.0241615,2020-12-04 22:47
4,0.0233031,2020-12-04 22:47
4,0.0286359,2020-12-04 22:47
4,0.0247143,2020-12-04 22:48
4,0.0304847,2020-12-04 22:48
4,0.0288735,2020-12-04 22:48
4,0.0325476,2020-12-04 22:48
4,0.0233676,2020-12-04 22:48
4,0.0296651,2020-12-04 22:48
4,0.029995,2020-12-04 22:48
4,0.0263149,2020-12-04 22:48
4,0.030911,2020-12-04 22:48
4,0.0243472,2020-12-04 22:48
4,0.0309096,2020-12-04 22:48
4,0.0259985,2020-12-04 22:48
4,0.0205413,2020-12-04 22:49
